start load data...
load data1 fine...
Iteration is stopped.
tests size: 10284
load data2 fine...
pred_cur:1 traget_cur:1 ite/533/169260 ite/533/169261

pred_cur:1 traget_cur:1 ite/559/304510 ite/559/304511

pred_cur:1 traget_cur:1 ite/521/107660 ite/521/107661

pred_cur:1 traget_cur:1 ite/566/338410 ite/566/338411

pred_cur:1 traget_cur:1 ite/556/288710 ite/556/288711

pred_cur:1 traget_cur:1 ite/519/97810 ite/519/97811

pred_cur:1 traget_cur:1 ite/549/253510 ite/549/253511

pred_cur:1 traget_cur:1 ite/596/496910 ite/596/496911

pred_cur:1 traget_cur:1 ite/541/212710 ite/541/212711

pred_cur:1 traget_cur:1 ite/551/264560 ite/551/264561

pred_cur:1 traget_cur:1 ite/568/350960 ite/568/350961

pred_cur:1 traget_cur:1 ite/545/232860 ite/545/232861

pred_cur:1 traget_cur:1 ite/544/226260 ite/544/226261

pred_cur:0 traget_cur:1 ite/561/315210 ite/561/315211

pred_cur:1 traget_cur:1 ite/511/52810 ite/511/52811

pred_cur:1 traget_cur:1 ite/501/5160 ite/501/5161

pred_cur:1 traget_cur:1 ite/596/495760 ite/596/495761

pred_cur:1 traget_cur:1 ite/535/178810 ite/535/178811

pred_cur:1 traget_cur:1 ite/513/67260 ite/513/67261

pred_cur:1 traget_cur:1 ite/540/207610 ite/540/207611

pred_cur:1 traget_cur:1 ite/522/110460 ite/522/110461

pred_cur:1 traget_cur:1 ite/542/213260 ite/542/213261

pred_cur:1 traget_cur:1 ite/540/206310 ite/540/206311

pred_cur:1 traget_cur:1 ite/566/341160 ite/566/341161

pred_cur:1 traget_cur:1 ite/519/97860 ite/519/97861

pred_cur:1 traget_cur:1 ite/589/461710 ite/589/461711

pred_cur:1 traget_cur:1 ite/586/446360 ite/586/446361

pred_cur:1 traget_cur:1 ite/517/87560 ite/517/87561

pred_cur:1 traget_cur:1 ite/524/121860 ite/524/121861

pred_cur:1 traget_cur:1 ite/552/266460 ite/552/266461

pred_cur:1 traget_cur:1 ite/503/10810 ite/503/10811

pred_cur:1 traget_cur:1 ite/515/75610 ite/515/75611

pred_cur:1 traget_cur:1 ite/554/275960 ite/554/275961

pred_cur:1 traget_cur:1 ite/564/329610 ite/564/329611

pred_cur:1 traget_cur:1 ite/540/203360 ite/540/203361

pred_cur:1 traget_cur:1 ite/594/484010 ite/594/484011

pred_cur:1 traget_cur:1 ite/525/128560 ite/525/128561

pred_cur:1 traget_cur:1 ite/518/90010 ite/518/90011

pred_cur:1 traget_cur:1 ite/531/157310 ite/531/157311

pred_cur:1 traget_cur:1 ite/520/100210 ite/520/100211

pred_cur:1 traget_cur:1 ite/581/419060 ite/581/419061

pred_cur:1 traget_cur:1 ite/555/282810 ite/555/282811

pred_cur:1 traget_cur:1 ite/544/227360 ite/544/227361

pred_cur:1 traget_cur:1 ite/595/490010 ite/595/490011

pred_cur:1 traget_cur:1 ite/526/134860 ite/526/134861

pred_cur:1 traget_cur:1 ite/507/32310 ite/507/32311

pred_cur:1 traget_cur:1 ite/581/419560 ite/581/419561

pred_cur:0 traget_cur:1 ite/505/22810 ite/505/22811

pred_cur:1 traget_cur:1 ite/580/412310 ite/580/412311

pred_cur:1 traget_cur:1 ite/545/229160 ite/545/229161

pred_cur:1 traget_cur:1 ite/557/292610 ite/557/292611

pred_cur:1 traget_cur:1 ite/582/425810 ite/582/425811

pred_cur:1 traget_cur:1 ite/516/82160 ite/516/82161

pred_cur:1 traget_cur:1 ite/511/53360 ite/511/53361

pred_cur:1 traget_cur:1 ite/558/301310 ite/558/301311

pred_cur:1 traget_cur:1 ite/519/94710 ite/519/94711

pred_cur:1 traget_cur:1 ite/523/117160 ite/523/117161

pred_cur:1 traget_cur:1 ite/532/162010 ite/532/162011

pred_cur:1 traget_cur:1 ite/547/243560 ite/547/243561

pred_cur:1 traget_cur:1 ite/538/197010 ite/538/197011

pred_cur:1 traget_cur:1 ite/516/82960 ite/516/82961

pred_cur:1 traget_cur:1 ite/547/244210 ite/547/244211

pred_cur:1 traget_cur:1 ite/554/275760 ite/554/275761

pred_cur:1 traget_cur:1 ite/551/260610 ite/551/260611

pred_cur:1 traget_cur:1 ite/556/289160 ite/556/289161

pred_cur:1 traget_cur:1 ite/581/419010 ite/581/419011

pred_cur:1 traget_cur:1 ite/513/65510 ite/513/65511

pred_cur:1 traget_cur:1 ite/509/43360 ite/509/43361

pred_cur:1 traget_cur:1 ite/521/104860 ite/521/104861

pred_cur:1 traget_cur:1 ite/587/452060 ite/587/452061

pred_cur:1 traget_cur:1 ite/579/409110 ite/579/409111

pred_cur:1 traget_cur:1 ite/542/215160 ite/542/215161

pred_cur:1 traget_cur:1 ite/536/186010 ite/536/186011

pred_cur:1 traget_cur:1 ite/512/58110 ite/512/58111

pred_cur:1 traget_cur:1 ite/521/105610 ite/521/105611

pred_cur:1 traget_cur:1 ite/575/389310 ite/575/389311

pred_cur:1 traget_cur:1 ite/556/287260 ite/556/287261

pred_cur:1 traget_cur:1 ite/573/374860 ite/573/374861

pred_cur:1 traget_cur:1 ite/535/179110 ite/535/179111

pred_cur:1 traget_cur:1 ite/509/45460 ite/509/45461

pred_cur:1 traget_cur:1 ite/535/180960 ite/535/180961

pred_cur:1 traget_cur:1 ite/525/128860 ite/525/128861

pred_cur:1 traget_cur:1 ite/544/227210 ite/544/227211

pred_cur:1 traget_cur:1 ite/506/27510 ite/506/27511

pred_cur:1 traget_cur:1 ite/548/249360 ite/548/249361

pred_cur:1 traget_cur:1 ite/524/120960 ite/524/120961

pred_cur:1 traget_cur:1 ite/526/133360 ite/526/133361

pred_cur:1 traget_cur:1 ite/577/397110 ite/577/397111

pred_cur:1 traget_cur:1 ite/543/221260 ite/543/221261

pred_cur:1 traget_cur:1 ite/563/323910 ite/563/323911

pred_cur:1 traget_cur:1 ite/592/476960 ite/592/476961

pred_cur:1 traget_cur:1 ite/512/59960 ite/512/59961

pred_cur:1 traget_cur:1 ite/553/273760 ite/553/273761

pred_cur:1 traget_cur:1 ite/547/242760 ite/547/242761

pred_cur:1 traget_cur:1 ite/594/484260 ite/594/484261

pred_cur:1 traget_cur:1 ite/560/307210 ite/560/307211

pred_cur:1 traget_cur:1 ite/570/359260 ite/570/359261

pred_cur:1 traget_cur:1 ite/593/481560 ite/593/481561

pred_cur:1 traget_cur:1 ite/568/351260 ite/568/351261

pred_cur:1 traget_cur:1 ite/539/198410 ite/539/198411

pred_cur:1 traget_cur:1 ite/541/210060 ite/541/210061

pred_cur:1 traget_cur:1 ite/595/488810 ite/595/488811

pred_cur:1 traget_cur:1 ite/571/364610 ite/571/364611

pred_cur:1 traget_cur:1 ite/517/85210 ite/517/85211

pred_cur:1 traget_cur:1 ite/512/57560 ite/512/57561

pred_cur:0 traget_cur:1 ite/591/469410 ite/591/469411

pred_cur:1 traget_cur:1 ite/518/90260 ite/518/90261

pred_cur:1 traget_cur:1 ite/517/85060 ite/517/85061

pred_cur:1 traget_cur:1 ite/569/355260 ite/569/355261

pred_cur:1 traget_cur:1 ite/529/145660 ite/529/145661

pred_cur:1 traget_cur:1 ite/548/245110 ite/548/245111

pred_cur:1 traget_cur:1 ite/517/87760 ite/517/87761

pred_cur:1 traget_cur:1 ite/527/140310 ite/527/140311

pred_cur:1 traget_cur:1 ite/527/138360 ite/527/138361

pred_cur:1 traget_cur:1 ite/521/106260 ite/521/106261

pred_cur:1 traget_cur:1 ite/545/233310 ite/545/233311

pred_cur:1 traget_cur:1 ite/518/90710 ite/518/90711

pred_cur:1 traget_cur:1 ite/585/441910 ite/585/441911

pred_cur:1 traget_cur:1 ite/569/356110 ite/569/356111

pred_cur:1 traget_cur:1 ite/521/109110 ite/521/109111

pred_cur:1 traget_cur:1 ite/501/2360 ite/501/2361

pred_cur:1 traget_cur:1 ite/593/481810 ite/593/481811

pred_cur:0 traget_cur:1 ite/562/321760 ite/562/321761

pred_cur:1 traget_cur:1 ite/518/88410 ite/518/88411

pred_cur:1 traget_cur:1 ite/531/157610 ite/531/157611

pred_cur:1 traget_cur:1 ite/520/103560 ite/520/103561

pred_cur:1 traget_cur:1 ite/540/204260 ite/540/204261

pred_cur:1 traget_cur:1 ite/520/102410 ite/520/102411

pred_cur:1 traget_cur:1 ite/519/95360 ite/519/95361

pred_cur:1 traget_cur:1 ite/545/230010 ite/545/230011

pred_cur:1 traget_cur:1 ite/597/500060 ite/597/500061

pred_cur:1 traget_cur:1 ite/586/442510 ite/586/442511

pred_cur:1 traget_cur:1 ite/544/223760 ite/544/223761

pred_cur:1 traget_cur:1 ite/595/490110 ite/595/490111

pred_cur:1 traget_cur:1 ite/517/86960 ite/517/86961

pred_cur:1 traget_cur:1 ite/545/228860 ite/545/228861

pred_cur:1 traget_cur:1 ite/518/89110 ite/518/89111

pred_cur:1 traget_cur:1 ite/528/141260 ite/528/141261

pred_cur:1 traget_cur:1 ite/581/416060 ite/581/416061

pred_cur:1 traget_cur:1 ite/503/12010 ite/503/12011

pred_cur:1 traget_cur:1 ite/512/60160 ite/512/60161

pred_cur:1 traget_cur:1 ite/529/148110 ite/529/148111

pred_cur:1 traget_cur:1 ite/590/467710 ite/590/467711

pred_cur:1 traget_cur:1 ite/533/168310 ite/533/168311

pred_cur:1 traget_cur:1 ite/542/218160 ite/542/218161

pred_cur:1 traget_cur:1 ite/512/59760 ite/512/59761

pred_cur:1 traget_cur:1 ite/557/293160 ite/557/293161

pred_cur:1 traget_cur:1 ite/543/220560 ite/543/220561

pred_cur:1 traget_cur:1 ite/593/478910 ite/593/478911

pred_cur:1 traget_cur:1 ite/504/16910 ite/504/16911

pred_cur:1 traget_cur:1 ite/504/16860 ite/504/16861

pred_cur:1 traget_cur:1 ite/581/419210 ite/581/419211

pred_cur:1 traget_cur:1 ite/577/396410 ite/577/396411

pred_cur:1 traget_cur:1 ite/506/26710 ite/506/26711

pred_cur:1 traget_cur:1 ite/550/259260 ite/550/259261

pred_cur:1 traget_cur:1 ite/582/421360 ite/582/421361

pred_cur:1 traget_cur:1 ite/568/350610 ite/568/350611

pred_cur:1 traget_cur:1 ite/580/413460 ite/580/413461

pred_cur:1 traget_cur:1 ite/533/170660 ite/533/170661

pred_cur:1 traget_cur:1 ite/528/145110 ite/528/145111

pred_cur:1 traget_cur:1 ite/575/388060 ite/575/388061

pred_cur:1 traget_cur:1 ite/600/515610 ite/600/515611

pred_cur:1 traget_cur:1 ite/563/323110 ite/563/323111

pred_cur:0 traget_cur:1 ite/592/474910 ite/592/474911

pred_cur:1 traget_cur:1 ite/551/261260 ite/551/261261

pred_cur:1 traget_cur:1 ite/563/325160 ite/563/325161

pred_cur:1 traget_cur:1 ite/577/398560 ite/577/398561

pred_cur:0 traget_cur:1 ite/583/430810 ite/583/430811

pred_cur:1 traget_cur:1 ite/513/64910 ite/513/64911

pred_cur:1 traget_cur:1 ite/591/470260 ite/591/470261

pred_cur:1 traget_cur:1 ite/523/115860 ite/523/115861

pred_cur:1 traget_cur:1 ite/574/384110 ite/574/384111

pred_cur:1 traget_cur:1 ite/506/28860 ite/506/28861

pred_cur:1 traget_cur:1 ite/554/280460 ite/554/280461

pred_cur:1 traget_cur:1 ite/593/480110 ite/593/480111

pred_cur:1 traget_cur:1 ite/600/518610 ite/600/518611

pred_cur:1 traget_cur:1 ite/596/494060 ite/596/494061

pred_cur:1 traget_cur:1 ite/522/110960 ite/522/110961

pred_cur:1 traget_cur:1 ite/559/304610 ite/559/304611

pred_cur:1 traget_cur:1 ite/579/410610 ite/579/410611

pred_cur:1 traget_cur:1 ite/587/450210 ite/587/450211

pred_cur:1 traget_cur:1 ite/580/415110 ite/580/415111

pred_cur:1 traget_cur:1 ite/598/507810 ite/598/507811

pred_cur:1 traget_cur:1 ite/515/74610 ite/515/74611

pred_cur:0 traget_cur:1 ite/584/434960 ite/584/434961

pred_cur:1 traget_cur:1 ite/590/467660 ite/590/467661

pred_cur:1 traget_cur:1 ite/555/281210 ite/555/281211

pred_cur:1 traget_cur:1 ite/510/51810 ite/510/51811

pred_cur:0 traget_cur:1 ite/585/438360 ite/585/438361

pred_cur:1 traget_cur:1 ite/556/289560 ite/556/289561

pred_cur:1 traget_cur:1 ite/593/482610 ite/593/482611

pred_cur:1 traget_cur:1 ite/549/253260 ite/549/253261

pred_cur:1 traget_cur:1 ite/577/399710 ite/577/399711

pred_cur:1 traget_cur:1 ite/553/272260 ite/553/272261

pred_cur:1 traget_cur:1 ite/511/55660 ite/511/55661

pred_cur:1 traget_cur:1 ite/517/83410 ite/517/83411

pred_cur:1 traget_cur:1 ite/528/143260 ite/528/143261

pred_cur:1 traget_cur:1 ite/567/343660 ite/567/343661

pred_cur:1 traget_cur:1 ite/596/498210 ite/596/498211

pred_cur:1 traget_cur:1 ite/526/132610 ite/526/132611

pred_cur:1 traget_cur:1 ite/507/31260 ite/507/31261

pred_cur:1 traget_cur:1 ite/505/23560 ite/505/23561

pred_cur:0 traget_cur:1 ite/590/466060 ite/590/466061

pred_cur:1 traget_cur:1 ite/563/326860 ite/563/326861

pred_cur:1 traget_cur:1 ite/518/93160 ite/518/93161

pred_cur:1 traget_cur:1 ite/559/303560 ite/559/303561

pred_cur:1 traget_cur:1 ite/519/95060 ite/519/95061

pred_cur:1 traget_cur:1 ite/509/44410 ite/509/44411

pred_cur:1 traget_cur:1 ite/519/96810 ite/519/96811

pred_cur:1 traget_cur:1 ite/560/309560 ite/560/309561

pred_cur:0 traget_cur:1 ite/544/224860 ite/544/224861

pred_cur:1 traget_cur:1 ite/557/295710 ite/557/295711

pred_cur:1 traget_cur:1 ite/531/160360 ite/531/160361

pred_cur:1 traget_cur:1 ite/553/275410 ite/553/275411

pred_cur:1 traget_cur:1 ite/559/304010 ite/559/304011

pred_cur:1 traget_cur:1 ite/548/244610 ite/548/244611

pred_cur:1 traget_cur:1 ite/571/367110 ite/571/367111

pred_cur:1 traget_cur:1 ite/581/419110 ite/581/419111

pred_cur:1 traget_cur:1 ite/573/375910 ite/573/375911

pred_cur:1 traget_cur:1 ite/511/56410 ite/511/56411

pred_cur:1 traget_cur:1 ite/571/365910 ite/571/365911

pred_cur:1 traget_cur:1 ite/587/450160 ite/587/450161

pred_cur:1 traget_cur:1 ite/517/84810 ite/517/84811

pred_cur:1 traget_cur:1 ite/513/63060 ite/513/63061

pred_cur:1 traget_cur:1 ite/514/69010 ite/514/69011

pred_cur:1 traget_cur:1 ite/526/132810 ite/526/132811

pred_cur:1 traget_cur:1 ite/558/301510 ite/558/301511

pred_cur:1 traget_cur:1 ite/523/116510 ite/523/116511

pred_cur:0 traget_cur:1 ite/503/10560 ite/503/10561

pred_cur:1 traget_cur:1 ite/525/129210 ite/525/129211

pred_cur:1 traget_cur:1 ite/521/104460 ite/521/104461

pred_cur:1 traget_cur:1 ite/528/144460 ite/528/144461

pred_cur:1 traget_cur:1 ite/597/504160 ite/597/504161

pred_cur:1 traget_cur:1 ite/512/61210 ite/512/61211

pred_cur:1 traget_cur:1 ite/548/249410 ite/548/249411

pred_cur:1 traget_cur:1 ite/501/1460 ite/501/1461

pred_cur:1 traget_cur:1 ite/553/274510 ite/553/274511

pred_cur:1 traget_cur:1 ite/535/177510 ite/535/177511

pred_cur:1 traget_cur:1 ite/528/144360 ite/528/144361

pred_cur:1 traget_cur:1 ite/573/376410 ite/573/376411

pred_cur:1 traget_cur:1 ite/548/245460 ite/548/245461

pred_cur:1 traget_cur:1 ite/509/45310 ite/509/45311

pred_cur:1 traget_cur:1 ite/594/484160 ite/594/484161

pred_cur:1 traget_cur:1 ite/519/94260 ite/519/94261

pred_cur:1 traget_cur:1 ite/597/503360 ite/597/503361

pred_cur:1 traget_cur:1 ite/536/186660 ite/536/186661

pred_cur:1 traget_cur:1 ite/567/347260 ite/567/347261

pred_cur:1 traget_cur:1 ite/534/174110 ite/534/174111

pred_cur:1 traget_cur:1 ite/579/409610 ite/579/409611

pred_cur:1 traget_cur:1 ite/579/406910 ite/579/406911

pred_cur:1 traget_cur:1 ite/523/117610 ite/523/117611

pred_cur:1 traget_cur:1 ite/579/408060 ite/579/408061

pred_cur:1 traget_cur:1 ite/548/246560 ite/548/246561

pred_cur:1 traget_cur:1 ite/504/15660 ite/504/15661

pred_cur:0 traget_cur:1 ite/590/467160 ite/590/467161

pred_cur:1 traget_cur:1 ite/598/507910 ite/598/507911

pred_cur:1 traget_cur:1 ite/540/206910 ite/540/206911

pred_cur:1 traget_cur:1 ite/594/486160 ite/594/486161

pred_cur:1 traget_cur:1 ite/593/482660 ite/593/482661

pred_cur:1 traget_cur:1 ite/542/214860 ite/542/214861

pred_cur:1 traget_cur:1 ite/556/287110 ite/556/287111

pred_cur:1 traget_cur:1 ite/517/84160 ite/517/84161

pred_cur:1 traget_cur:1 ite/522/113860 ite/522/113861

pred_cur:1 traget_cur:1 ite/532/165660 ite/532/165661

pred_cur:1 traget_cur:1 ite/537/187460 ite/537/187461

pred_cur:1 traget_cur:1 ite/592/473910 ite/592/473911

pred_cur:1 traget_cur:1 ite/580/413510 ite/580/413511

pred_cur:1 traget_cur:1 ite/506/28960 ite/506/28961

pred_cur:1 traget_cur:1 ite/504/17210 ite/504/17211

pred_cur:1 traget_cur:1 ite/539/197960 ite/539/197961

pred_cur:1 traget_cur:1 ite/535/178460 ite/535/178461

pred_cur:1 traget_cur:1 ite/530/151410 ite/530/151411

pred_cur:1 traget_cur:1 ite/517/87710 ite/517/87711

pred_cur:1 traget_cur:1 ite/506/26760 ite/506/26761

pred_cur:1 traget_cur:1 ite/591/468910 ite/591/468911

pred_cur:1 traget_cur:1 ite/531/160710 ite/531/160711

pred_cur:1 traget_cur:1 ite/534/176210 ite/534/176211

pred_cur:1 traget_cur:1 ite/520/103660 ite/520/103661

pred_cur:1 traget_cur:1 ite/542/213910 ite/542/213911

pred_cur:1 traget_cur:1 ite/527/138110 ite/527/138111

pred_cur:1 traget_cur:1 ite/597/503860 ite/597/503861

pred_cur:1 traget_cur:1 ite/550/256960 ite/550/256961

pred_cur:1 traget_cur:1 ite/537/187310 ite/537/187311

pred_cur:1 traget_cur:1 ite/563/323160 ite/563/323161

pred_cur:1 traget_cur:1 ite/595/489910 ite/595/489911

pred_cur:1 traget_cur:1 ite/561/313460 ite/561/313461

pred_cur:1 traget_cur:1 ite/501/3660 ite/501/3661

pred_cur:1 traget_cur:1 ite/576/394260 ite/576/394261

pred_cur:1 traget_cur:1 ite/538/194560 ite/538/194561

pred_cur:1 traget_cur:1 ite/533/168860 ite/533/168861

pred_cur:1 traget_cur:1 ite/572/371460 ite/572/371461

pred_cur:1 traget_cur:1 ite/544/226110 ite/544/226111

pred_cur:1 traget_cur:1 ite/575/385560 ite/575/385561

pred_cur:1 traget_cur:1 ite/580/415060 ite/580/415061

pred_cur:1 traget_cur:1 ite/552/267910 ite/552/267911

pred_cur:1 traget_cur:1 ite/545/230910 ite/545/230911

pred_cur:1 traget_cur:1 ite/517/87060 ite/517/87061

pred_cur:1 traget_cur:1 ite/576/391910 ite/576/391911

pred_cur:1 traget_cur:1 ite/504/17460 ite/504/17461

pred_cur:1 traget_cur:1 ite/586/444260 ite/586/444261

pred_cur:1 traget_cur:1 ite/523/117910 ite/523/117911

pred_cur:1 traget_cur:1 ite/525/124860 ite/525/124861

pred_cur:1 traget_cur:1 ite/522/113160 ite/522/113161

pred_cur:1 traget_cur:1 ite/532/166010 ite/532/166011

pred_cur:1 traget_cur:1 ite/509/44310 ite/509/44311

pred_cur:0 traget_cur:1 ite/512/60360 ite/512/60361

pred_cur:1 traget_cur:1 ite/581/418260 ite/581/418261

pred_cur:0 traget_cur:1 ite/507/32510 ite/507/32511

pred_cur:1 traget_cur:1 ite/577/396960 ite/577/396961

pred_cur:1 traget_cur:1 ite/522/111210 ite/522/111211

pred_cur:1 traget_cur:1 ite/517/85010 ite/517/85011

pred_cur:1 traget_cur:1 ite/510/47860 ite/510/47861

pred_cur:1 traget_cur:1 ite/504/17560 ite/504/17561

pred_cur:0 traget_cur:1 ite/561/315960 ite/561/315961

pred_cur:1 traget_cur:1 ite/568/351110 ite/568/351111

pred_cur:1 traget_cur:1 ite/532/163410 ite/532/163411

pred_cur:1 traget_cur:1 ite/529/147910 ite/529/147911

pred_cur:1 traget_cur:1 ite/545/230260 ite/545/230261

pred_cur:0 traget_cur:1 ite/503/11060 ite/503/11061

pred_cur:1 traget_cur:1 ite/574/381960 ite/574/381961

pred_cur:1 traget_cur:1 ite/592/476010 ite/592/476011

pred_cur:1 traget_cur:1 ite/536/185360 ite/536/185361

pred_cur:1 traget_cur:1 ite/518/92460 ite/518/92461

pred_cur:1 traget_cur:1 ite/566/342360 ite/566/342361

pred_cur:1 traget_cur:1 ite/533/171110 ite/533/171111

pred_cur:1 traget_cur:1 ite/539/201310 ite/539/201311

pred_cur:1 traget_cur:1 ite/532/162960 ite/532/162961

pred_cur:1 traget_cur:1 ite/561/316760 ite/561/316761

pred_cur:1 traget_cur:1 ite/591/472260 ite/591/472261

pred_cur:1 traget_cur:1 ite/564/330410 ite/564/330411

pred_cur:1 traget_cur:1 ite/582/424660 ite/582/424661

pred_cur:1 traget_cur:1 ite/551/263260 ite/551/263261

pred_cur:1 traget_cur:1 ite/594/486060 ite/594/486061

pred_cur:1 traget_cur:1 ite/519/94160 ite/519/94161

pred_cur:1 traget_cur:1 ite/594/484110 ite/594/484111

pred_cur:1 traget_cur:1 ite/599/511110 ite/599/511111

pred_cur:1 traget_cur:1 ite/531/157060 ite/531/157061

pred_cur:1 traget_cur:1 ite/583/427310 ite/583/427311

