start load data...
load data1 fine...
Iteration is stopped.
tests size: 45361
load data2 fine...
pred_cur:1 traget_cur:1 m/662/3213620 m/662/3213621

pred_cur:1 traget_cur:1 m/616/819630 m/616/819631

pred_cur:1 traget_cur:1 m/658/2969630 m/658/2969631

pred_cur:1 traget_cur:1 m/616/802120 m/616/802121

pred_cur:1 traget_cur:1 m/673/3781630 m/673/3781631

pred_cur:1 traget_cur:1 m/617/838110 m/617/838111

pred_cur:1 traget_cur:1 m/610/473630 m/610/473631

pred_cur:1 traget_cur:1 m/619/955120 m/619/955121

pred_cur:1 traget_cur:1 m/668/3507630 m/668/3507631

pred_cur:1 traget_cur:1 m/637/1913120 m/637/1913121

pred_cur:1 traget_cur:1 m/620/1007630 m/620/1007631

pred_cur:1 traget_cur:1 m/655/2850610 m/655/2850611

pred_cur:1 traget_cur:1 m/648/2455110 m/648/2455111

pred_cur:1 traget_cur:1 m/630/1545600 m/630/1545601

pred_cur:1 traget_cur:1 m/636/1860620 m/636/1860621

pred_cur:1 traget_cur:1 m/644/2251130 m/644/2251131

pred_cur:0 traget_cur:1 m/605/219100 m/605/219101

pred_cur:1 traget_cur:1 m/619/984130 m/619/984131

pred_cur:1 traget_cur:1 m/640/2033640 m/640/2033641

pred_cur:1 traget_cur:1 m/663/3250630 m/663/3250631

pred_cur:1 traget_cur:1 m/610/517110 m/610/517111

pred_cur:1 traget_cur:1 m/640/2074620 m/640/2074621

pred_cur:1 traget_cur:1 m/650/2552130 m/650/2552131

pred_cur:1 traget_cur:1 m/639/2021100 m/639/2021101

pred_cur:0 traget_cur:1 m/683/4280610 m/683/4280611

pred_cur:1 traget_cur:1 m/667/3444110 m/667/3444111

pred_cur:1 traget_cur:1 m/630/1530130 m/630/1530131

pred_cur:1 traget_cur:1 m/606/262110 m/606/262111

pred_cur:1 traget_cur:1 m/682/4226640 m/682/4226641

pred_cur:1 traget_cur:1 m/627/1352630 m/627/1352631

pred_cur:0 traget_cur:1 m/676/3938120 m/676/3938121

pred_cur:1 traget_cur:1 m/673/3768130 m/673/3768131

pred_cur:1 traget_cur:1 m/688/4541610 m/688/4541611

pred_cur:1 traget_cur:1 m/654/2781630 m/654/2781631

pred_cur:0 traget_cur:1 m/650/2590130 m/650/2590131

pred_cur:1 traget_cur:1 m/647/2427630 m/647/2427631

pred_cur:1 traget_cur:1 m/671/3640630 m/671/3640631

pred_cur:1 traget_cur:1 m/610/495620 m/610/495621

pred_cur:1 traget_cur:1 m/654/2806100 m/654/2806101

pred_cur:1 traget_cur:1 m/685/4385100 m/685/4385101

pred_cur:1 traget_cur:1 m/649/2517110 m/649/2517111

pred_cur:1 traget_cur:1 m/663/3246620 m/663/3246621

pred_cur:1 traget_cur:1 m/678/4010600 m/678/4010601

pred_cur:1 traget_cur:1 m/654/2788110 m/654/2788111

pred_cur:1 traget_cur:1 m/674/3826620 m/674/3826621

pred_cur:1 traget_cur:1 m/692/4775130 m/692/4775131

pred_cur:1 traget_cur:1 m/608/365610 m/608/365611

pred_cur:1 traget_cur:1 m/684/4358630 m/684/4358631

pred_cur:1 traget_cur:1 m/617/859110 m/617/859111

pred_cur:1 traget_cur:1 m/603/115620 m/603/115621

pred_cur:1 traget_cur:1 m/663/3260140 m/663/3260141

pred_cur:1 traget_cur:1 m/665/3339140 m/665/3339141

pred_cur:1 traget_cur:1 m/651/2620120 m/651/2620121

pred_cur:1 traget_cur:1 m/675/3892110 m/675/3892111

pred_cur:1 traget_cur:1 m/640/2040640 m/640/2040641

pred_cur:1 traget_cur:1 m/656/2911130 m/656/2911131

pred_cur:1 traget_cur:1 m/623/1180130 m/623/1180131

pred_cur:1 traget_cur:1 m/636/1843130 m/636/1843131

pred_cur:1 traget_cur:1 m/652/2680630 m/652/2680631

pred_cur:1 traget_cur:1 m/640/2068110 m/640/2068111

pred_cur:1 traget_cur:1 m/699/5106100 m/699/5106101

pred_cur:1 traget_cur:1 m/696/4980110 m/696/4980111

pred_cur:1 traget_cur:1 m/646/2366630 m/646/2366631

pred_cur:1 traget_cur:1 m/679/4087620 m/679/4087621

pred_cur:1 traget_cur:1 m/623/1177630 m/623/1177631

pred_cur:1 traget_cur:1 m/670/3639600 m/670/3639601

pred_cur:1 traget_cur:1 m/619/987110 m/619/987111

pred_cur:0 traget_cur:1 m/683/4306600 m/683/4306601

pred_cur:1 traget_cur:1 m/632/1634610 m/632/1634611

pred_cur:1 traget_cur:1 m/641/2121610 m/641/2121611

pred_cur:1 traget_cur:1 m/672/3696630 m/672/3696631

pred_cur:1 traget_cur:1 m/651/2624640 m/651/2624641

pred_cur:1 traget_cur:1 m/648/2473630 m/648/2473631

pred_cur:1 traget_cur:1 m/619/945630 m/619/945631

pred_cur:1 traget_cur:1 m/674/3822630 m/674/3822631

pred_cur:1 traget_cur:1 m/609/421640 m/609/421641

pred_cur:1 traget_cur:1 m/617/861640 m/617/861641

pred_cur:1 traget_cur:1 m/654/2758120 m/654/2758121

pred_cur:1 traget_cur:1 m/666/3429120 m/666/3429121

pred_cur:1 traget_cur:1 m/625/1270110 m/625/1270111

pred_cur:1 traget_cur:1 m/692/4773100 m/692/4773101

pred_cur:1 traget_cur:1 m/692/4754110 m/692/4754111

pred_cur:1 traget_cur:1 m/631/1602630 m/631/1602631

pred_cur:1 traget_cur:1 m/615/761110 m/615/761111

pred_cur:1 traget_cur:1 m/601/30130 m/601/30131

pred_cur:1 traget_cur:1 m/685/4395100 m/685/4395101

pred_cur:1 traget_cur:1 m/638/1940610 m/638/1940611

pred_cur:1 traget_cur:1 m/659/3020640 m/659/3020641

pred_cur:0 traget_cur:1 m/682/4252130 m/682/4252131

pred_cur:1 traget_cur:1 m/633/1694600 m/633/1694601

pred_cur:1 traget_cur:1 m/663/3233140 m/663/3233141

pred_cur:0 traget_cur:1 m/672/3702600 m/672/3702601

pred_cur:0 traget_cur:1 m/638/1949120 m/638/1949121

pred_cur:1 traget_cur:1 m/645/2313640 m/645/2313641

pred_cur:1 traget_cur:1 m/650/2575640 m/650/2575641

pred_cur:1 traget_cur:1 m/666/3393100 m/666/3393101

pred_cur:1 traget_cur:1 m/666/3387100 m/666/3387101

pred_cur:1 traget_cur:1 m/689/4611120 m/689/4611121

pred_cur:1 traget_cur:1 m/698/5058130 m/698/5058131

pred_cur:1 traget_cur:1 m/620/1006110 m/620/1006111

pred_cur:1 traget_cur:1 m/663/3272130 m/663/3272131

pred_cur:0 traget_cur:1 m/675/3887120 m/675/3887121

pred_cur:0 traget_cur:1 m/672/3737640 m/672/3737641

pred_cur:1 traget_cur:1 m/661/3157640 m/661/3157641

pred_cur:1 traget_cur:1 m/603/148110 m/603/148111

pred_cur:1 traget_cur:1 m/605/254630 m/605/254631

pred_cur:1 traget_cur:1 m/664/3290630 m/664/3290631

pred_cur:1 traget_cur:1 m/648/2493600 m/648/2493601

pred_cur:1 traget_cur:1 m/610/492620 m/610/492621

pred_cur:1 traget_cur:1 m/676/3936130 m/676/3936131

pred_cur:1 traget_cur:1 m/657/2921620 m/657/2921621

pred_cur:1 traget_cur:1 m/611/528610 m/611/528611

pred_cur:1 traget_cur:1 m/682/4218120 m/682/4218121

pred_cur:0 traget_cur:1 m/605/224640 m/605/224641

pred_cur:1 traget_cur:1 m/606/266100 m/606/266101

pred_cur:1 traget_cur:1 m/670/3633110 m/670/3633111

pred_cur:0 traget_cur:1 m/672/3735140 m/672/3735141

pred_cur:1 traget_cur:1 m/617/874620 m/617/874621

pred_cur:1 traget_cur:1 m/620/999610 m/620/999611

pred_cur:1 traget_cur:1 m/686/4423120 m/686/4423121

pred_cur:1 traget_cur:1 m/639/2003140 m/639/2003141

pred_cur:1 traget_cur:1 m/642/2140120 m/642/2140121

pred_cur:1 traget_cur:1 m/636/1840620 m/636/1840621

pred_cur:1 traget_cur:1 m/695/4928620 m/695/4928621

pred_cur:1 traget_cur:1 m/635/1811140 m/635/1811141

pred_cur:1 traget_cur:1 m/690/4636100 m/690/4636101

pred_cur:1 traget_cur:1 m/635/1789640 m/635/1789641

pred_cur:1 traget_cur:1 m/653/2730610 m/653/2730611

pred_cur:1 traget_cur:1 m/642/2161130 m/642/2161131

pred_cur:1 traget_cur:1 m/619/941600 m/619/941601

pred_cur:1 traget_cur:1 m/628/1411120 m/628/1411121

pred_cur:1 traget_cur:1 m/670/3631100 m/670/3631101

pred_cur:0 traget_cur:1 m/680/4141140 m/680/4141141

pred_cur:1 traget_cur:1 m/696/4973620 m/696/4973621

pred_cur:0 traget_cur:1 m/658/2983640 m/658/2983641

pred_cur:1 traget_cur:1 m/606/276600 m/606/276601

pred_cur:1 traget_cur:1 m/667/3436640 m/667/3436641

pred_cur:1 traget_cur:1 m/642/2154120 m/642/2154121

pred_cur:1 traget_cur:1 m/623/1193640 m/623/1193641

pred_cur:1 traget_cur:1 m/624/1196610 m/624/1196611

pred_cur:1 traget_cur:1 m/652/2694640 m/652/2694641

pred_cur:1 traget_cur:1 m/611/561640 m/611/561641

pred_cur:1 traget_cur:1 m/697/5035640 m/697/5035641

pred_cur:1 traget_cur:1 m/608/380620 m/608/380621

pred_cur:1 traget_cur:1 m/676/3909600 m/676/3909601

pred_cur:1 traget_cur:1 m/625/1252600 m/625/1252601

pred_cur:1 traget_cur:1 m/668/3520630 m/668/3520631

pred_cur:1 traget_cur:1 m/694/4876100 m/694/4876101

pred_cur:0 traget_cur:1 m/657/2950130 m/657/2950131

pred_cur:1 traget_cur:1 m/603/121130 m/603/121131

pred_cur:1 traget_cur:1 m/614/723120 m/614/723121

pred_cur:1 traget_cur:1 m/606/275120 m/606/275121

pred_cur:1 traget_cur:1 m/630/1557600 m/630/1557601

pred_cur:1 traget_cur:1 m/687/4477130 m/687/4477131

pred_cur:1 traget_cur:1 m/687/4496610 m/687/4496611

pred_cur:1 traget_cur:1 m/628/1422610 m/628/1422611

pred_cur:1 traget_cur:1 m/647/2412140 m/647/2412141

pred_cur:1 traget_cur:1 m/681/4199110 m/681/4199111

pred_cur:1 traget_cur:1 m/615/747140 m/615/747141

pred_cur:1 traget_cur:1 m/671/3644130 m/671/3644131

pred_cur:1 traget_cur:1 m/651/2629600 m/651/2629601

pred_cur:1 traget_cur:1 m/671/3641610 m/671/3641611

pred_cur:1 traget_cur:1 m/631/1586620 m/631/1586621

pred_cur:1 traget_cur:1 m/640/2034600 m/640/2034601

pred_cur:1 traget_cur:1 m/666/3388610 m/666/3388611

pred_cur:1 traget_cur:1 m/606/264140 m/606/264141

pred_cur:1 traget_cur:1 m/670/3599600 m/670/3599601

pred_cur:1 traget_cur:1 m/659/3043140 m/659/3043141

pred_cur:1 traget_cur:1 m/650/2571140 m/650/2571141

pred_cur:1 traget_cur:1 m/669/3567110 m/669/3567111

pred_cur:1 traget_cur:1 m/678/4024620 m/678/4024621

pred_cur:0 traget_cur:1 m/649/2534610 m/649/2534611

pred_cur:1 traget_cur:1 m/669/3570110 m/669/3570111

pred_cur:1 traget_cur:1 m/658/2990130 m/658/2990131

pred_cur:1 traget_cur:1 m/649/2546130 m/649/2546131

pred_cur:1 traget_cur:1 m/652/2661120 m/652/2661121

pred_cur:0 traget_cur:1 m/683/4309610 m/683/4309611

pred_cur:1 traget_cur:1 m/648/2476620 m/648/2476621

pred_cur:1 traget_cur:1 m/622/1128630 m/622/1128631

pred_cur:1 traget_cur:1 m/659/3050600 m/659/3050601

pred_cur:0 traget_cur:1 m/642/2173630 m/642/2173631

pred_cur:1 traget_cur:1 m/634/1744640 m/634/1744641

pred_cur:0 traget_cur:1 m/693/4828110 m/693/4828111

pred_cur:1 traget_cur:1 m/692/4765600 m/692/4765601

pred_cur:0 traget_cur:1 m/684/4342120 m/684/4342121

pred_cur:1 traget_cur:1 m/632/1658640 m/632/1658641

pred_cur:1 traget_cur:1 m/632/1660630 m/632/1660631

pred_cur:1 traget_cur:1 m/629/1472620 m/629/1472621

pred_cur:1 traget_cur:1 m/670/3636600 m/670/3636601

pred_cur:1 traget_cur:1 m/656/2911120 m/656/2911121

pred_cur:1 traget_cur:1 m/603/124620 m/603/124621

pred_cur:1 traget_cur:1 m/616/830120 m/616/830121

pred_cur:1 traget_cur:1 m/636/1851630 m/636/1851631

pred_cur:1 traget_cur:1 m/663/3236110 m/663/3236111

pred_cur:1 traget_cur:1 m/647/2411100 m/647/2411101

pred_cur:1 traget_cur:1 m/652/2654120 m/652/2654121

pred_cur:1 traget_cur:1 m/665/3349640 m/665/3349641

pred_cur:1 traget_cur:1 m/627/1361640 m/627/1361641

pred_cur:1 traget_cur:1 m/636/1845100 m/636/1845101

pred_cur:1 traget_cur:1 m/642/2157630 m/642/2157631

pred_cur:1 traget_cur:1 m/699/5102620 m/699/5102621

pred_cur:1 traget_cur:1 m/692/4732140 m/692/4732141

pred_cur:1 traget_cur:1 m/694/4868600 m/694/4868601

pred_cur:1 traget_cur:1 m/700/5197640 m/700/5197641

pred_cur:1 traget_cur:1 m/675/3849620 m/675/3849621

pred_cur:1 traget_cur:1 m/656/2882630 m/656/2882631

pred_cur:1 traget_cur:1 m/640/2075640 m/640/2075641

pred_cur:0 traget_cur:1 m/638/1949630 m/638/1949631

pred_cur:1 traget_cur:1 m/668/3508140 m/668/3508141

pred_cur:1 traget_cur:1 m/611/521600 m/611/521601

pred_cur:1 traget_cur:1 m/665/3351130 m/665/3351131

pred_cur:1 traget_cur:1 m/641/2087100 m/641/2087101

pred_cur:1 traget_cur:1 m/670/3610600 m/670/3610601

pred_cur:1 traget_cur:1 m/636/1838640 m/636/1838641

pred_cur:0 traget_cur:1 m/673/3757120 m/673/3757121

pred_cur:1 traget_cur:1 m/603/137120 m/603/137121

pred_cur:1 traget_cur:1 m/637/1879630 m/637/1879631

pred_cur:1 traget_cur:1 m/635/1800140 m/635/1800141

pred_cur:1 traget_cur:1 m/699/5135140 m/699/5135141

pred_cur:1 traget_cur:1 m/688/4545140 m/688/4545141

pred_cur:1 traget_cur:1 m/698/5051610 m/698/5051611

pred_cur:1 traget_cur:1 m/680/4148630 m/680/4148631

pred_cur:1 traget_cur:1 m/700/5167130 m/700/5167131

pred_cur:1 traget_cur:1 m/682/4225130 m/682/4225131

pred_cur:1 traget_cur:1 m/672/3737120 m/672/3737121

pred_cur:1 traget_cur:1 m/687/4515110 m/687/4515111

pred_cur:1 traget_cur:1 m/697/5025600 m/697/5025601

pred_cur:1 traget_cur:1 m/689/4626620 m/689/4626621

pred_cur:1 traget_cur:1 m/619/942600 m/619/942601

pred_cur:1 traget_cur:1 m/625/1273100 m/625/1273101

pred_cur:1 traget_cur:1 m/663/3252640 m/663/3252641

pred_cur:1 traget_cur:1 m/625/1275640 m/625/1275641

pred_cur:1 traget_cur:1 m/650/2579130 m/650/2579131

pred_cur:1 traget_cur:1 m/636/1835110 m/636/1835111

pred_cur:1 traget_cur:1 m/674/3836120 m/674/3836121

pred_cur:1 traget_cur:1 m/697/5040130 m/697/5040131

pred_cur:0 traget_cur:1 m/616/797140 m/616/797141

pred_cur:1 traget_cur:1 m/665/3358120 m/665/3358121

pred_cur:1 traget_cur:1 m/633/1669110 m/633/1669111

pred_cur:1 traget_cur:1 m/651/2609600 m/651/2609601

pred_cur:1 traget_cur:1 m/690/4646600 m/690/4646601

pred_cur:1 traget_cur:1 m/606/288120 m/606/288121

pred_cur:1 traget_cur:1 m/606/260610 m/606/260611

pred_cur:1 traget_cur:1 m/696/4968140 m/696/4968141

pred_cur:0 traget_cur:1 m/628/1407610 m/628/1407611

pred_cur:1 traget_cur:1 m/690/4676610 m/690/4676611

pred_cur:1 traget_cur:1 m/647/2410110 m/647/2410111

pred_cur:1 traget_cur:1 m/650/2584110 m/650/2584111

pred_cur:1 traget_cur:1 m/647/2432110 m/647/2432111

pred_cur:1 traget_cur:1 m/654/2776140 m/654/2776141

pred_cur:1 traget_cur:1 m/657/2957100 m/657/2957101

pred_cur:1 traget_cur:1 m/689/4593100 m/689/4593101

pred_cur:1 traget_cur:1 m/655/2815140 m/655/2815141

pred_cur:1 traget_cur:1 m/696/4966120 m/696/4966121

pred_cur:1 traget_cur:1 m/651/2640610 m/651/2640611

pred_cur:1 traget_cur:1 m/678/4016620 m/678/4016621

pred_cur:1 traget_cur:1 m/680/4128120 m/680/4128121

pred_cur:1 traget_cur:1 m/623/1154600 m/623/1154601

pred_cur:1 traget_cur:1 m/636/1856630 m/636/1856631

pred_cur:1 traget_cur:1 m/616/793100 m/616/793101

pred_cur:1 traget_cur:1 m/642/2161110 m/642/2161111

pred_cur:1 traget_cur:1 m/631/1585610 m/631/1585611

pred_cur:1 traget_cur:1 m/667/3448610 m/667/3448611

pred_cur:1 traget_cur:1 m/619/973610 m/619/973611

pred_cur:1 traget_cur:1 m/645/2288130 m/645/2288131

pred_cur:1 traget_cur:1 m/641/2111130 m/641/2111131

pred_cur:1 traget_cur:1 m/635/1789100 m/635/1789101

pred_cur:1 traget_cur:1 m/640/2049130 m/640/2049131

pred_cur:1 traget_cur:1 m/656/2907600 m/656/2907601

pred_cur:1 traget_cur:1 m/611/557140 m/611/557141

pred_cur:1 traget_cur:1 m/651/2600630 m/651/2600631

pred_cur:0 traget_cur:1 m/673/3755100 m/673/3755101

pred_cur:1 traget_cur:1 m/692/4759130 m/692/4759131

pred_cur:1 traget_cur:1 m/640/2032640 m/640/2032641

pred_cur:1 traget_cur:1 m/664/3319100 m/664/3319101

pred_cur:1 traget_cur:1 m/636/1856140 m/636/1856141

pred_cur:1 traget_cur:1 m/652/2674610 m/652/2674611

pred_cur:1 traget_cur:1 m/616/816130 m/616/816131

pred_cur:1 traget_cur:1 m/666/3401610 m/666/3401611

pred_cur:1 traget_cur:1 m/695/4921140 m/695/4921141

pred_cur:1 traget_cur:1 m/609/449600 m/609/449601

pred_cur:0 traget_cur:1 m/638/1940130 m/638/1940131

pred_cur:1 traget_cur:1 m/698/5062100 m/698/5062101

pred_cur:1 traget_cur:1 m/636/1842610 m/636/1842611

pred_cur:1 traget_cur:1 m/679/4062630 m/679/4062631

pred_cur:1 traget_cur:1 m/675/3876620 m/675/3876621

pred_cur:1 traget_cur:1 m/634/1757100 m/634/1757101

pred_cur:0 traget_cur:1 m/662/3180140 m/662/3180141

pred_cur:0 traget_cur:1 m/657/2963110 m/657/2963111

pred_cur:0 traget_cur:1 m/676/3919630 m/676/3919631

pred_cur:1 traget_cur:1 m/693/4829140 m/693/4829141

pred_cur:1 traget_cur:1 m/692/4734130 m/692/4734131

pred_cur:0 traget_cur:1 m/631/1573130 m/631/1573131

pred_cur:1 traget_cur:1 m/692/4743630 m/692/4743631

pred_cur:1 traget_cur:1 m/615/731100 m/615/731101

pred_cur:1 traget_cur:1 m/675/3880110 m/675/3880111

pred_cur:1 traget_cur:1 m/649/2514130 m/649/2514131

pred_cur:1 traget_cur:1 m/630/1551140 m/630/1551141

pred_cur:1 traget_cur:1 m/679/4096640 m/679/4096641

pred_cur:1 traget_cur:1 m/699/5135130 m/699/5135131

pred_cur:1 traget_cur:1 m/692/4752100 m/692/4752101

pred_cur:1 traget_cur:1 m/619/971110 m/619/971111

pred_cur:1 traget_cur:1 m/614/721130 m/614/721131

pred_cur:1 traget_cur:1 m/620/1021610 m/620/1021611

pred_cur:1 traget_cur:1 m/672/3693120 m/672/3693121

pred_cur:1 traget_cur:1 m/637/1899100 m/637/1899101

pred_cur:1 traget_cur:1 m/633/1704140 m/633/1704141

pred_cur:1 traget_cur:1 m/625/1249620 m/625/1249621

pred_cur:1 traget_cur:1 m/606/270100 m/606/270101

pred_cur:1 traget_cur:1 m/681/4200100 m/681/4200101

pred_cur:1 traget_cur:1 m/680/4116140 m/680/4116141

pred_cur:1 traget_cur:1 m/645/2290110 m/645/2290111

pred_cur:1 traget_cur:1 m/654/2756100 m/654/2756101

pred_cur:1 traget_cur:1 m/630/1515630 m/630/1515631

pred_cur:1 traget_cur:1 m/650/2560640 m/650/2560641

pred_cur:1 traget_cur:1 m/677/3992620 m/677/3992621

pred_cur:1 traget_cur:1 m/639/2010640 m/639/2010641

pred_cur:1 traget_cur:1 m/674/3829600 m/674/3829601

pred_cur:1 traget_cur:1 m/638/1944640 m/638/1944641

pred_cur:1 traget_cur:1 m/687/4475100 m/687/4475101

pred_cur:0 traget_cur:1 m/656/2903630 m/656/2903631

pred_cur:1 traget_cur:1 m/656/2872610 m/656/2872611

pred_cur:1 traget_cur:1 m/693/4793110 m/693/4793111

pred_cur:1 traget_cur:1 m/680/4117610 m/680/4117611

pred_cur:1 traget_cur:1 m/673/3756110 m/673/3756111

pred_cur:1 traget_cur:1 m/603/149120 m/603/149121

pred_cur:1 traget_cur:1 m/669/3557120 m/669/3557121

pred_cur:1 traget_cur:1 m/656/2898620 m/656/2898621

pred_cur:1 traget_cur:1 m/663/3266610 m/663/3266611

pred_cur:1 traget_cur:1 m/631/1570110 m/631/1570111

pred_cur:1 traget_cur:1 m/612/590100 m/612/590101

pred_cur:0 traget_cur:1 m/666/3422620 m/666/3422621

pred_cur:1 traget_cur:1 m/659/3030110 m/659/3030111

pred_cur:1 traget_cur:1 m/694/4866140 m/694/4866141

pred_cur:1 traget_cur:1 m/684/4366600 m/684/4366601

pred_cur:1 traget_cur:1 m/634/1730610 m/634/1730611

pred_cur:0 traget_cur:1 m/686/4441100 m/686/4441101

pred_cur:1 traget_cur:1 m/650/2581630 m/650/2581631

pred_cur:1 traget_cur:1 m/681/4164130 m/681/4164131

pred_cur:1 traget_cur:1 m/665/3338120 m/665/3338121

pred_cur:1 traget_cur:1 m/686/4423640 m/686/4423641

pred_cur:1 traget_cur:1 m/680/4133120 m/680/4133121

pred_cur:1 traget_cur:1 m/619/960100 m/619/960101

pred_cur:1 traget_cur:1 m/686/4456600 m/686/4456601

pred_cur:1 traget_cur:1 m/681/4211630 m/681/4211631

pred_cur:1 traget_cur:1 m/639/1986110 m/639/1986111

pred_cur:0 traget_cur:1 m/678/4008620 m/678/4008621

pred_cur:1 traget_cur:1 m/616/801120 m/616/801121

pred_cur:1 traget_cur:1 m/650/2551600 m/650/2551601

pred_cur:1 traget_cur:1 m/603/118100 m/603/118101

pred_cur:1 traget_cur:1 m/668/3499120 m/668/3499121

pred_cur:1 traget_cur:1 m/633/1706600 m/633/1706601

pred_cur:1 traget_cur:1 m/694/4871140 m/694/4871141

pred_cur:1 traget_cur:1 m/657/2920610 m/657/2920611

pred_cur:1 traget_cur:1 m/679/4074630 m/679/4074631

pred_cur:0 traget_cur:1 m/684/4335130 m/684/4335131

pred_cur:1 traget_cur:1 m/682/4237120 m/682/4237121

pred_cur:1 traget_cur:1 m/688/4529130 m/688/4529131

pred_cur:1 traget_cur:1 m/664/3306100 m/664/3306101

pred_cur:1 traget_cur:1 m/612/612630 m/612/612631

pred_cur:1 traget_cur:1 m/676/3921620 m/676/3921621

pred_cur:1 traget_cur:1 m/664/3319630 m/664/3319631

pred_cur:1 traget_cur:1 m/640/2050100 m/640/2050101

pred_cur:1 traget_cur:1 m/632/1663120 m/632/1663121

pred_cur:1 traget_cur:1 m/667/3445630 m/667/3445631

pred_cur:1 traget_cur:1 m/700/5183130 m/700/5183131

pred_cur:1 traget_cur:1 m/638/1928630 m/638/1928631

pred_cur:1 traget_cur:1 m/694/4838120 m/694/4838121

pred_cur:1 traget_cur:1 m/684/4341600 m/684/4341601

pred_cur:1 traget_cur:1 m/630/1554630 m/630/1554631

pred_cur:1 traget_cur:1 m/636/1825140 m/636/1825141

pred_cur:1 traget_cur:1 m/675/3877640 m/675/3877641

pred_cur:1 traget_cur:1 m/637/1897140 m/637/1897141

pred_cur:1 traget_cur:1 m/611/526110 m/611/526111

pred_cur:1 traget_cur:1 m/630/1556140 m/630/1556141

pred_cur:1 traget_cur:1 m/653/2748110 m/653/2748111

pred_cur:1 traget_cur:1 m/630/1548120 m/630/1548121

pred_cur:1 traget_cur:1 m/668/3527620 m/668/3527621

pred_cur:1 traget_cur:1 m/652/2670620 m/652/2670621

pred_cur:0 traget_cur:1 m/633/1712130 m/633/1712131

pred_cur:1 traget_cur:1 m/651/2604600 m/651/2604601

pred_cur:1 traget_cur:1 m/697/5029640 m/697/5029641

pred_cur:1 traget_cur:1 m/611/539130 m/611/539131

pred_cur:1 traget_cur:1 m/651/2616610 m/651/2616611

pred_cur:1 traget_cur:1 m/668/3505140 m/668/3505141

pred_cur:1 traget_cur:1 m/612/616100 m/612/616101

pred_cur:1 traget_cur:1 m/618/925100 m/618/925101

pred_cur:1 traget_cur:1 m/631/1581130 m/631/1581131

pred_cur:0 traget_cur:1 m/638/1940140 m/638/1940141

pred_cur:1 traget_cur:1 m/630/1525610 m/630/1525611

